trial,N_bits,success,factor_found,time_seconds,dims,search_range,timestamp
54,199,False,,0.104,17,10000,2025-10-23T16:42:46.537392
55,199,False,,0.105,17,10000,2025-10-23T16:42:46.642490
56,199,False,,0.104,17,10000,2025-10-23T16:42:46.747211
57,199,False,,0.103,17,10000,2025-10-23T16:42:46.850747
58,199,False,,0.105,17,10000,2025-10-23T16:42:46.956407
59,199,False,,0.106,17,10000,2025-10-23T16:42:47.062610
60,199,False,,0.105,17,10000,2025-10-23T16:42:47.167934
61,199,False,,0.104,17,10000,2025-10-23T16:42:47.272213
62,199,False,,0.104,17,10000,2025-10-23T16:42:47.377075
63,199,False,,0.104,17,10000,2025-10-23T16:42:47.481978
64,199,False,,0.104,17,10000,2025-10-23T16:42:47.586602
65,199,False,,0.104,17,10000,2025-10-23T16:42:47.690998
66,199,False,,0.104,17,10000,2025-10-23T16:42:47.795607
67,199,False,,0.104,17,10000,2025-10-23T16:42:47.900811
68,199,False,,0.104,17,10000,2025-10-23T16:42:48.005657
69,199,False,,0.105,17,10000,2025-10-23T16:42:48.110859
70,199,False,,0.105,17,10000,2025-10-23T16:42:48.215947
71,199,False,,0.104,17,10000,2025-10-23T16:42:48.320160
72,199,False,,0.104,17,10000,2025-10-23T16:42:48.425033
73,199,False,,0.105,17,10000,2025-10-23T16:42:48.530370
74,199,False,,0.104,17,10000,2025-10-23T16:42:48.635155
75,199,False,,0.104,17,10000,2025-10-23T16:42:48.739821
76,199,False,,0.104,17,10000,2025-10-23T16:42:48.844551
77,199,False,,0.104,17,10000,2025-10-23T16:42:48.949405
78,199,False,,0.103,17,10000,2025-10-23T16:42:49.053052
79,199,False,,0.105,17,10000,2025-10-23T16:42:49.158548
80,199,False,,0.104,17,10000,2025-10-23T16:42:49.263640
81,199,False,,0.105,17,10000,2025-10-23T16:42:49.368853
82,199,False,,0.104,17,10000,2025-10-23T16:42:49.473117
83,199,False,,0.104,17,10000,2025-10-23T16:42:49.577414
84,199,False,,0.103,17,10000,2025-10-23T16:42:49.681422
85,199,False,,0.103,17,10000,2025-10-23T16:42:49.785242
86,199,False,,0.104,17,10000,2025-10-23T16:42:49.889957
87,199,False,,0.104,17,10000,2025-10-23T16:42:49.994874
88,199,False,,0.104,17,10000,2025-10-23T16:42:50.099553
89,199,False,,0.103,17,10000,2025-10-23T16:42:50.203157
90,199,False,,0.104,17,10000,2025-10-23T16:42:50.307681
91,199,False,,0.104,17,10000,2025-10-23T16:42:50.412591
92,199,False,,0.105,17,10000,2025-10-23T16:42:50.517735
93,199,False,,0.105,17,10000,2025-10-23T16:42:50.622676
94,199,False,,0.104,17,10000,2025-10-23T16:42:50.727242
95,199,False,,0.104,17,10000,2025-10-23T16:42:50.831728
96,199,False,,0.104,17,10000,2025-10-23T16:42:50.936441
97,199,False,,0.104,17,10000,2025-10-23T16:42:51.041260
98,199,False,,0.104,17,10000,2025-10-23T16:42:51.146263
99,199,False,,0.104,17,10000,2025-10-23T16:42:51.251113
100,199,False,,0.104,17,10000,2025-10-23T16:42:51.355814
