trial,N_bits,success,factor_found,time_seconds,dims,search_range,timestamp
74,199,False,,0.052,17,5000,2025-10-23T16:42:44.832119
75,199,False,,0.053,17,5000,2025-10-23T16:42:44.885091
76,199,False,,0.052,17,5000,2025-10-23T16:42:44.937674
77,199,False,,0.053,17,5000,2025-10-23T16:42:44.990549
78,199,False,,0.052,17,5000,2025-10-23T16:42:45.043737
79,199,False,,0.052,17,5000,2025-10-23T16:42:45.096653
80,199,False,,0.053,17,5000,2025-10-23T16:42:45.150391
81,199,False,,0.053,17,5000,2025-10-23T16:42:45.203961
82,199,False,,0.052,17,5000,2025-10-23T16:42:45.256457
83,199,False,,0.052,17,5000,2025-10-23T16:42:45.309135
84,199,False,,0.052,17,5000,2025-10-23T16:42:45.361976
85,199,False,,0.052,17,5000,2025-10-23T16:42:45.414619
86,199,False,,0.055,17,5000,2025-10-23T16:42:45.469746
87,199,False,,0.052,17,5000,2025-10-23T16:42:45.522530
88,199,False,,0.052,17,5000,2025-10-23T16:42:45.575315
89,199,False,,0.052,17,5000,2025-10-23T16:42:45.627877
90,199,False,,0.052,17,5000,2025-10-23T16:42:45.680384
91,199,False,,0.052,17,5000,2025-10-23T16:42:45.733159
92,199,False,,0.053,17,5000,2025-10-23T16:42:45.786676
93,199,False,,0.053,17,5000,2025-10-23T16:42:45.839672
94,199,False,,0.052,17,5000,2025-10-23T16:42:45.892322
95,199,False,,0.052,17,5000,2025-10-23T16:42:45.945118
96,199,False,,0.052,17,5000,2025-10-23T16:42:45.997700
97,199,False,,0.052,17,5000,2025-10-23T16:42:46.050307
98,199,False,,0.052,17,5000,2025-10-23T16:42:46.103255
99,199,False,,0.052,17,5000,2025-10-23T16:42:46.155999
100,199,False,,0.052,17,5000,2025-10-23T16:42:46.208636
