trial,N_bits,success,factor_found,time_seconds,dims,search_range,timestamp
1,199,False,,0.093,15,10000,2025-10-23T16:42:39.748743
2,199,False,,0.095,15,10000,2025-10-23T16:42:39.844277
3,199,False,,0.095,15,10000,2025-10-23T16:42:39.939271
4,199,False,,0.093,15,10000,2025-10-23T16:42:40.032715
5,199,False,,0.095,15,10000,2025-10-23T16:42:40.127998
6,199,False,,0.109,15,10000,2025-10-23T16:42:40.238316
7,199,False,,0.095,15,10000,2025-10-23T16:42:40.334637
8,199,False,,0.101,15,10000,2025-10-23T16:42:40.436020
9,199,False,,0.122,15,10000,2025-10-23T16:42:40.558792
10,199,False,,0.115,15,10000,2025-10-23T16:42:40.673923
11,199,False,,0.095,15,10000,2025-10-23T16:42:40.769198
12,199,False,,0.113,15,10000,2025-10-23T16:42:40.882441
13,199,False,,0.113,15,10000,2025-10-23T16:42:40.995772
14,199,False,,0.115,15,10000,2025-10-23T16:42:41.112094
15,199,False,,0.106,15,10000,2025-10-23T16:42:41.218672
16,199,False,,0.096,15,10000,2025-10-23T16:42:41.315110
17,199,False,,0.105,15,10000,2025-10-23T16:42:41.420612
18,199,False,,0.103,15,10000,2025-10-23T16:42:41.523556
19,199,False,,0.094,15,10000,2025-10-23T16:42:41.618089
20,199,False,,0.094,15,10000,2025-10-23T16:42:41.712711
21,199,False,,0.11,15,10000,2025-10-23T16:42:41.822875
22,199,False,,0.108,15,10000,2025-10-23T16:42:41.931357
23,199,False,,0.104,15,10000,2025-10-23T16:42:42.035316
24,199,False,,0.11,15,10000,2025-10-23T16:42:42.146210
25,199,False,,0.117,15,10000,2025-10-23T16:42:42.263999
26,199,False,,0.11,15,10000,2025-10-23T16:42:42.374093
27,199,False,,0.103,15,10000,2025-10-23T16:42:42.477652
28,199,False,,0.099,15,10000,2025-10-23T16:42:42.576997
29,199,False,,0.101,15,10000,2025-10-23T16:42:42.678796
30,199,False,,0.129,15,10000,2025-10-23T16:42:42.808537
31,199,False,,0.094,15,10000,2025-10-23T16:42:42.903028
32,199,False,,0.116,15,10000,2025-10-23T16:42:43.019184
33,199,False,,0.107,15,10000,2025-10-23T16:42:43.126638
34,199,False,,0.104,15,10000,2025-10-23T16:42:43.231305
35,199,False,,0.105,15,10000,2025-10-23T16:42:43.336494
36,199,False,,0.11,15,10000,2025-10-23T16:42:43.447177
37,199,False,,0.102,15,10000,2025-10-23T16:42:43.549644
38,199,False,,0.101,15,10000,2025-10-23T16:42:43.651267
39,199,False,,0.103,15,10000,2025-10-23T16:42:43.755267
40,199,False,,0.094,15,10000,2025-10-23T16:42:43.850010
41,199,False,,0.1,15,10000,2025-10-23T16:42:43.950477
42,199,False,,0.103,15,10000,2025-10-23T16:42:44.053735
43,199,False,,0.094,15,10000,2025-10-23T16:42:44.148196
44,199,False,,0.101,15,10000,2025-10-23T16:42:44.249891
45,199,False,,0.094,15,10000,2025-10-23T16:42:44.344678
46,199,False,,0.095,15,10000,2025-10-23T16:42:44.439614
47,199,False,,0.101,15,10000,2025-10-23T16:42:44.541088
48,199,False,,0.094,15,10000,2025-10-23T16:42:44.635679
49,199,False,,0.098,15,10000,2025-10-23T16:42:44.734519
50,199,False,,0.096,15,10000,2025-10-23T16:42:44.832781
51,199,False,,0.094,15,10000,2025-10-23T16:42:44.927533
52,199,False,,0.094,15,10000,2025-10-23T16:42:45.021993
53,199,False,,0.094,15,10000,2025-10-23T16:42:45.116679
54,199,False,,0.094,15,10000,2025-10-23T16:42:45.211188
55,199,False,,0.094,15,10000,2025-10-23T16:42:45.305744
56,199,False,,0.094,15,10000,2025-10-23T16:42:45.400021
57,199,False,,0.095,15,10000,2025-10-23T16:42:45.495243
58,199,False,,0.094,15,10000,2025-10-23T16:42:45.590112
