trial,N_bits,success,factor_found,time_seconds,dims,search_range,timestamp
59,199,False,,0.094,15,10000,2025-10-23T16:42:45.685205
60,199,False,,0.094,15,10000,2025-10-23T16:42:45.780032
61,199,False,,0.094,15,10000,2025-10-23T16:42:45.874590
62,199,False,,0.094,15,10000,2025-10-23T16:42:45.969273
63,199,False,,0.094,15,10000,2025-10-23T16:42:46.063640
64,199,False,,0.095,15,10000,2025-10-23T16:42:46.158820
65,199,False,,0.094,15,10000,2025-10-23T16:42:46.253373
66,199,False,,0.094,15,10000,2025-10-23T16:42:46.348559
67,199,False,,0.095,15,10000,2025-10-23T16:42:46.443922
68,199,False,,0.094,15,10000,2025-10-23T16:42:46.538600
69,199,False,,0.094,15,10000,2025-10-23T16:42:46.633524
70,199,False,,0.094,15,10000,2025-10-23T16:42:46.727922
71,199,False,,0.094,15,10000,2025-10-23T16:42:46.822471
72,199,False,,0.094,15,10000,2025-10-23T16:42:46.916782
73,199,False,,0.093,15,10000,2025-10-23T16:42:47.010608
74,199,False,,0.095,15,10000,2025-10-23T16:42:47.105714
75,199,False,,0.094,15,10000,2025-10-23T16:42:47.200238
76,199,False,,0.095,15,10000,2025-10-23T16:42:47.295477
77,199,False,,0.095,15,10000,2025-10-23T16:42:47.390807
78,199,False,,0.095,15,10000,2025-10-23T16:42:47.486275
79,199,False,,0.095,15,10000,2025-10-23T16:42:47.581662
80,199,False,,0.094,15,10000,2025-10-23T16:42:47.676658
81,199,False,,0.093,15,10000,2025-10-23T16:42:47.770648
82,199,False,,0.093,15,10000,2025-10-23T16:42:47.863925
83,199,False,,0.093,15,10000,2025-10-23T16:42:47.957042
84,199,False,,0.094,15,10000,2025-10-23T16:42:48.051200
85,199,False,,0.094,15,10000,2025-10-23T16:42:48.145587
86,199,False,,0.092,15,10000,2025-10-23T16:42:48.237899
87,199,False,,0.093,15,10000,2025-10-23T16:42:48.331597
88,199,False,,0.093,15,10000,2025-10-23T16:42:48.425004
89,199,False,,0.093,15,10000,2025-10-23T16:42:48.518660
90,199,False,,0.094,15,10000,2025-10-23T16:42:48.613164
91,199,False,,0.094,15,10000,2025-10-23T16:42:48.707519
92,199,False,,0.093,15,10000,2025-10-23T16:42:48.801463
93,199,False,,0.093,15,10000,2025-10-23T16:42:48.895169
94,199,False,,0.094,15,10000,2025-10-23T16:42:48.989030
95,199,False,,0.094,15,10000,2025-10-23T16:42:49.083420
96,199,False,,0.093,15,10000,2025-10-23T16:42:49.177171
97,199,False,,0.094,15,10000,2025-10-23T16:42:49.271680
98,199,False,,0.094,15,10000,2025-10-23T16:42:49.366397
99,199,False,,0.093,15,10000,2025-10-23T16:42:49.459601
100,199,False,,0.092,15,10000,2025-10-23T16:42:49.552477
