trial,N_bits,success,factor_found,time_seconds,dims,search_range,timestamp
59,199,False,,0.092,13,10000,2025-10-23T16:42:44.498282
60,199,False,,0.084,13,10000,2025-10-23T16:42:44.583055
61,199,False,,0.091,13,10000,2025-10-23T16:42:44.674649
62,199,False,,0.087,13,10000,2025-10-23T16:42:44.762152
63,199,False,,0.094,13,10000,2025-10-23T16:42:44.857874
64,199,False,,0.084,13,10000,2025-10-23T16:42:44.942688
65,199,False,,0.085,13,10000,2025-10-23T16:42:45.027721
66,199,False,,0.084,13,10000,2025-10-23T16:42:45.112870
67,199,False,,0.084,13,10000,2025-10-23T16:42:45.198021
68,199,False,,0.085,13,10000,2025-10-23T16:42:45.283158
69,199,False,,0.085,13,10000,2025-10-23T16:42:45.368563
70,199,False,,0.084,13,10000,2025-10-23T16:42:45.453469
71,199,False,,0.084,13,10000,2025-10-23T16:42:45.538413
72,199,False,,0.084,13,10000,2025-10-23T16:42:45.623362
73,199,False,,0.084,13,10000,2025-10-23T16:42:45.708371
74,199,False,,0.085,13,10000,2025-10-23T16:42:45.793603
75,199,False,,0.084,13,10000,2025-10-23T16:42:45.878309
76,199,False,,0.084,13,10000,2025-10-23T16:42:45.963003
77,199,False,,0.084,13,10000,2025-10-23T16:42:46.047541
78,199,False,,0.084,13,10000,2025-10-23T16:42:46.132829
79,199,False,,0.084,13,10000,2025-10-23T16:42:46.217881
80,199,False,,0.085,13,10000,2025-10-23T16:42:46.303377
81,199,False,,0.085,13,10000,2025-10-23T16:42:46.388988
82,199,False,,0.084,13,10000,2025-10-23T16:42:46.473832
83,199,False,,0.084,13,10000,2025-10-23T16:42:46.558552
84,199,False,,0.084,13,10000,2025-10-23T16:42:46.643153
85,199,False,,0.085,13,10000,2025-10-23T16:42:46.728010
86,199,False,,0.084,13,10000,2025-10-23T16:42:46.812744
87,199,False,,0.084,13,10000,2025-10-23T16:42:46.897506
88,199,False,,0.084,13,10000,2025-10-23T16:42:46.982473
89,199,False,,0.084,13,10000,2025-10-23T16:42:47.067009
90,199,False,,0.085,13,10000,2025-10-23T16:42:47.152056
91,199,False,,0.084,13,10000,2025-10-23T16:42:47.236663
92,199,False,,0.083,13,10000,2025-10-23T16:42:47.320585
93,199,False,,0.083,13,10000,2025-10-23T16:42:47.404223
94,199,False,,0.084,13,10000,2025-10-23T16:42:47.488197
95,199,False,,0.084,13,10000,2025-10-23T16:42:47.572725
96,199,False,,0.084,13,10000,2025-10-23T16:42:47.657261
97,199,False,,0.084,13,10000,2025-10-23T16:42:47.742167
98,199,False,,0.084,13,10000,2025-10-23T16:42:47.827161
99,199,False,,0.084,13,10000,2025-10-23T16:42:47.912005
100,199,False,,0.084,13,10000,2025-10-23T16:42:47.996521
