trial,N_bits,success,factor_found,time_seconds,dims,search_range,timestamp
67,199,False,,0.521,17,50000,2025-10-23T16:43:15.957308
68,199,False,,0.521,17,50000,2025-10-23T16:43:16.479338
69,199,False,,0.52,17,50000,2025-10-23T16:43:17.000924
70,199,False,,0.521,17,50000,2025-10-23T16:43:17.522955
71,199,False,,0.522,17,50000,2025-10-23T16:43:18.045606
72,199,False,,0.522,17,50000,2025-10-23T16:43:18.568668
73,199,False,,0.522,17,50000,2025-10-23T16:43:19.091427
74,199,False,,0.521,17,50000,2025-10-23T16:43:19.613258
75,199,False,,0.52,17,50000,2025-10-23T16:43:20.133894
76,199,False,,0.523,17,50000,2025-10-23T16:43:20.657854
77,199,False,,0.525,17,50000,2025-10-23T16:43:21.184079
78,199,False,,0.522,17,50000,2025-10-23T16:43:21.706970
79,199,False,,0.522,17,50000,2025-10-23T16:43:22.230074
80,199,False,,0.515,17,50000,2025-10-23T16:43:22.746561
81,199,False,,0.516,17,50000,2025-10-23T16:43:23.263910
82,199,False,,0.517,17,50000,2025-10-23T16:43:23.781602
83,199,False,,0.517,17,50000,2025-10-23T16:43:24.299057
84,199,False,,0.516,17,50000,2025-10-23T16:43:24.815916
85,199,False,,0.518,17,50000,2025-10-23T16:43:25.334513
86,199,False,,0.516,17,50000,2025-10-23T16:43:25.851730
87,199,False,,0.516,17,50000,2025-10-23T16:43:26.368353
88,199,False,,0.517,17,50000,2025-10-23T16:43:26.886225
89,199,False,,0.517,17,50000,2025-10-23T16:43:27.404386
90,199,False,,0.511,17,50000,2025-10-23T16:43:27.916312
91,199,False,,0.509,17,50000,2025-10-23T16:43:28.425821
92,199,False,,0.51,17,50000,2025-10-23T16:43:28.937407
93,199,False,,0.508,17,50000,2025-10-23T16:43:29.446383
94,199,False,,0.509,17,50000,2025-10-23T16:43:29.956125
95,199,False,,0.508,17,50000,2025-10-23T16:43:30.465149
96,199,False,,0.508,17,50000,2025-10-23T16:43:30.974498
97,199,False,,0.508,17,50000,2025-10-23T16:43:31.483809
98,199,False,,0.509,17,50000,2025-10-23T16:43:31.993534
99,199,False,,0.508,17,50000,2025-10-23T16:43:32.502577
100,199,False,,0.511,17,50000,2025-10-23T16:43:33.014440
