trial,N_bits,success,factor_found,time_seconds,dims,search_range,timestamp
75,199,False,,0.055,15,5000,2025-10-23T16:42:43.566161
76,199,False,,0.047,15,5000,2025-10-23T16:42:43.613462
77,199,False,,0.047,15,5000,2025-10-23T16:42:43.660808
78,199,False,,0.047,15,5000,2025-10-23T16:42:43.708590
79,199,False,,0.05,15,5000,2025-10-23T16:42:43.760478
80,199,False,,0.047,15,5000,2025-10-23T16:42:43.808133
81,199,False,,0.051,15,5000,2025-10-23T16:42:43.859783
82,199,False,,0.054,15,5000,2025-10-23T16:42:43.913958
83,199,False,,0.047,15,5000,2025-10-23T16:42:43.961493
84,199,False,,0.048,15,5000,2025-10-23T16:42:44.010330
85,199,False,,0.055,15,5000,2025-10-23T16:42:44.065272
86,199,False,,0.047,15,5000,2025-10-23T16:42:44.112533
87,199,False,,0.047,15,5000,2025-10-23T16:42:44.159890
88,199,False,,0.047,15,5000,2025-10-23T16:42:44.207426
89,199,False,,0.047,15,5000,2025-10-23T16:42:44.254717
90,199,False,,0.054,15,5000,2025-10-23T16:42:44.308823
91,199,False,,0.047,15,5000,2025-10-23T16:42:44.356152
92,199,False,,0.054,15,5000,2025-10-23T16:42:44.411128
93,199,False,,0.047,15,5000,2025-10-23T16:42:44.458540
94,199,False,,0.047,15,5000,2025-10-23T16:42:44.505874
95,199,False,,0.047,15,5000,2025-10-23T16:42:44.553379
96,199,False,,0.047,15,5000,2025-10-23T16:42:44.600826
97,199,False,,0.047,15,5000,2025-10-23T16:42:44.648130
98,199,False,,0.054,15,5000,2025-10-23T16:42:44.702686
99,199,False,,0.047,15,5000,2025-10-23T16:42:44.750220
100,199,False,,0.047,15,5000,2025-10-23T16:42:44.797519
