dps,theta_N,theta_p,theta_q,dist_N_p,dist_N_q,best_dist,p_rank,q_rank,would_succeed
50,-0.2624284634968022,0.005688188439451608,0.25159912118407807,0.26811665193625384,0.4859724153191197,0.26811665193625384,,,False
80,-0.2624284634968022,0.005688188439451608,0.25159912118407807,0.26811665193625384,0.4859724153191197,0.26811665193625384,,,False
120,-0.2624284634968022,0.005688188439451608,0.25159912118407807,0.26811665193625384,0.4859724153191197,0.26811665193625384,,,False
160,-0.2624284634968022,0.005688188439451608,0.25159912118407807,0.26811665193625384,0.4859724153191197,0.26811665193625384,,,False
